State,Year,Crop,Temperature,Rainfall,Humidity,Soil_Moisture,Crop_Yield
Andhra Pradesh,2016,Pulses,31.043883131233795,1089.095401969956,85.48345697060469,34.496888646440595,1595.9925835264528
Andhra Pradesh,2017,Rice,30.464507394322005,1087.9217419896045,50.20246335384875,19.020201285437466,2785.69457459209
Andhra Pradesh,2017,Wheat,33.731549022289514,1142.1498762735362,76.07845038010402,20.606732736513994,2507.5954989318034
Andhra Pradesh,2017,Maize,31.574169207484903,1347.5786737022213,75.98531596188859,36.23058526235445,2253.795304494487
Andhra Pradesh,2017,Sorghum,31.64412031998898,1569.0378947961842,53.7469907131237,24.19289507648584,1733.145671112343
Andhra Pradesh,2017,Pulses,28.368379430069123,976.8694871757688,85.68186220708454,30.778465649931572,1902.3455924449931
Andhra Pradesh,2018,Rice,30.026003783755815,1436.060223147195,73.07615538505436,27.312942345471598,3187.700204329502
Andhra Pradesh,2018,Wheat,28.285684887167434,678.7322505816663,87.61834337411656,38.84821442506468,2944.7417245729557
Andhra Pradesh,2018,Maize,29.5530744293483,1214.2001482276276,50.6182646611547,38.20796406469313,2641.9712873720637
Andhra Pradesh,2018,Sorghum,29.854342174686256,745.9618845794785,84.04546686067428,22.923050128906944,1545.5458325942407
Andhra Pradesh,2018,Pulses,30.42818748826041,626.2783663864036,87.44619096643123,32.400744916874324,1534.84276913966
Andhra Pradesh,2019,Rice,30.307450211891055,1017.4626155338,85.09492287711822,33.51921544385511,2657.108910650813
Andhra Pradesh,2019,Wheat,32.16610248635055,1316.1406156104708,64.3796460487902,22.339796106612333,2954.5105801625978
Andhra Pradesh,2019,Maize,31.027571901824416,1154.5143058918143,81.931807158671,31.24909826944413,3655.819447196416
Andhra Pradesh,2019,Sorghum,31.908003526986406,1195.4173753917394,85.60021367270265,23.449878921288395,1768.1524356387285
Andhra Pradesh,2019,Pulses,29.526362786519982,854.3909356512689,68.6239207252984,28.566115867689415,1824.5622418158969
Andhra Pradesh,2020,Rice,31.372520380749027,516.1852386431045,51.220009997561974,15.933704718730361,2858.42044026317
Andhra Pradesh,2020,Wheat,32.17790119393473,1019.2840057286388,80.79974212394444,20.395525687421078,2476.676566621208
Andhra Pradesh,2020,Maize,28.539266736565725,1064.9375768745924,52.067268846744305,28.283865789203702,3143.183226797598
Andhra Pradesh,2020,Sorghum,31.267838044636022,392.4572240027179,81.80744779074814,21.770806281551856,2055.936294430828
Andhra Pradesh,2020,Pulses,28.414958523134597,965.5790675599303,51.0140297366183,39.06621036694813,1951.496183694137
Andhra Pradesh,2021,Rice,31.731510388340244,639.9110778832671,56.25748170684344,21.256072454114882,2899.6496292477154
Andhra Pradesh,2021,Wheat,33.530908480562196,1121.4945132882867,76.40789506870925,21.99834742364857,3436.64685910379
Andhra Pradesh,2021,Maize,32.06493052110229,544.189010213796,64.23890714605047,33.94615276160923,2354.7297781401244
Andhra Pradesh,2021,Sorghum,30.887638856292458,1232.390216028801,68.966953163493,17.445854016275035,1027.6197979792782
Andhra Pradesh,2021,Pulses,27.95122471733142,924.229554582052,65.94018937589493,30.39625245130541,1425.6650454105452
Andhra Pradesh,2022,Rice,29.119911026606033,1039.2221731858274,64.98450458505884,30.646497892855912,3348.949125646488
Andhra Pradesh,2022,Wheat,30.020466122039174,705.5474046856148,52.82274989601719,31.06048195515789,2938.631042278981
Andhra Pradesh,2022,Maize,30.13960416998004,884.4059209414719,87.6092096569983,29.386854446896976,2975.8050448436056
Andhra Pradesh,2022,Sorghum,27.5243690023463,1639.9100123968801,87.658592351061,24.652565945019354,1414.3736601432495
Andhra Pradesh,2022,Pulses,30.561983735470065,813.1901440538219,52.84754593840916,22.974390757344032,1623.1905729167365
Andhra Pradesh,2023,Rice,31.69920419404205,1107.1046457895143,75.15771387119536,36.936800338176326,2792.1271214218036
Andhra Pradesh,2023,Wheat,31.62572423767792,1188.8886525770836,61.28138290285226,19.43598859449307,3024.1880815369786
Andhra Pradesh,2023,Maize,31.22074053086693,993.7295218107556,64.88072343171133,34.41032401854992,2535.198214992635
Andhra Pradesh,2023,Sorghum,31.094194762340077,939.3422042698318,84.33651007372048,25.72485068437546,2247.624904696409
Andhra Pradesh,2023,Pulses,31.627019272001277,1391.6436421462986,62.80198404122447,37.388080712405014,1806.3011524898277
Andhra Pradesh,2024,Rice,30.648332704976884,960.9570836896946,88.02428587750225,29.335947203082153,2754.533795029958
Andhra Pradesh,2024,Wheat,34.18477455137092,698.1947855500894,76.90073824308153,33.809363235942,2435.74341616368
Andhra Pradesh,2024,Maize,31.24823963410431,1188.503652779284,53.64824412194761,27.360507617564537,2522.741367458118
Andhra Pradesh,2024,Sorghum,28.645676576975777,1292.5359200253254,64.03660050208315,17.926675410690148,1955.8827855493585
Andhra Pradesh,2024,Pulses,30.825862908551247,830.8826341588076,74.72872253265044,17.528066903069757,1873.4899713326167
Bihar,2010,Rice,28.98611364925774,858.6885083145032,53.39350856340768,39.66598946252938,3069.614981207291
Bihar,2010,Wheat,27.10383131700535,577.7608676870334,82.5119826903001,38.68121443459647,2584.466733624269
Bihar,2010,Maize,29.573105696576306,1093.2722696794015,66.96888036987906,37.6588596273684,2942.6068650848656
Bihar,2010,Sorghum,29.96196758419462,699.2411906086573,50.454145790696764,26.716516049853155,2096.815568101427
Bihar,2010,Pulses,28.345538112895355,1155.8039542723518,88.48690193898167,24.3717644880926,2259.8216739007735
Bihar,2011,Rice,31.380287983422225,879.6338584342491,58.9438335407781,39.08056348601528,3067.227744543125
Bihar,2011,Wheat,30.02518480156359,1029.3028295646495,88.77210142476396,28.07744610425372,2568.09706484336
Bihar,2011,Maize,32.902287215590086,1287.781247825562,68.18164259071094,30.688952002101587,2761.6961910162036
Bihar,2011,Sorghum,30.366684011476703,1656.9408799653015,61.0952473192453,19.703028993094033,1757.5105143934545
Bihar,2011,Pulses,25.752208551380384,842.2734934957716,73.34624447403488,16.94336592412462,1902.5267927331479
Bihar,2012,Rice,33.752341678431776,1285.127151455815,77.38924690215518,19.065423483622283,2826.928903301279
Bihar,2012,Wheat,27.359533585958715,1549.4376297563063,87.30913933416053,36.65159723751021,3153.832036216386
Bihar,2012,Maize,29.06164869579059,486.0596412727367,88.79657591258413,36.05297307839272,2906.1617122496236
Bihar,2012,Sorghum,29.770920309494763,1371.3448935920385,66.5927800935066,21.835176798267657,2001.573109915455
Bihar,2012,Pulses,30.093961187529484,864.980358556227,68.02176541240374,18.228985378787375,1986.8549797042497
Bihar,2013,Rice,30.2405912634238,1154.3316502176247,59.145712220138506,31.792517110146417,2539.765748779313
Bihar,2013,Wheat,32.55535364379702,1099.6942035938775,70.81230803615173,34.30795979339098,2575.454039033034
Bihar,2013,Maize,32.358594368127655,1020.2555444230327,72.07627355097942,29.023449288384654,2425.310755456278
Bihar,2013,Sorghum,31.94314190190871,1193.6127848755443,78.16319072396894,20.32410403772277,2410.5894672597046
Bihar,2013,Pulses,32.11684897369918,472.37815407306573,65.68976180398928,25.936873050593228,1719.1779496666327
Bihar,2014,Rice,31.435084511591924,1450.7071156288084,65.8617112928508,30.552167505696836,3022.2284341259324
Bihar,2014,Wheat,26.59323512128969,983.3356903310143,68.36543024953045,39.50081438213692,2179.767369988037
Bihar,2014,Maize,29.821759920974422,608.6591498485441,53.03453312434656,18.22199304776623,2700.9017646490115
Bihar,2014,Sorghum,30.733196492193695,718.0360641017935,57.275203375965795,23.64168208309658,1981.1962708180483
Bihar,2014,Pulses,31.910284641002477,704.2821860993369,57.69156075234683,16.021715406661972,1951.2139546553533
Bihar,2015,Rice,28.93948476325512,762.1381503212967,57.08041937106987,17.21756334392639,2967.8908920136328
Bihar,2015,Wheat,27.92951535516125,833.9052083958454,70.13669083419427,32.25987071573413,2440.6366322233453
Bihar,2015,Maize,28.60054898401483,1064.1939732202666,84.94314496427108,38.02181001329533,2466.301585092751
Bihar,2015,Sorghum,29.558060800933553,1184.2500100130276,57.38084077425509,20.233733083417757,2227.2523130141917
Bihar,2015,Pulses,29.44989660569671,309.42365057932454,74.73019086121184,24.22284098924431,2293.490314050385
Bihar,2016,Rice,29.501927920887244,1172.9670889167298,70.46709768462665,28.30283713163289,3093.375046363061
Bihar,2016,Wheat,29.744164817038467,713.3378678198723,71.30469065820093,21.06176259086824,2573.094776414709
Bihar,2016,Maize,27.15549258080465,806.028134727242,54.79048527277005,37.263182018497375,2175.5355989156815
Bihar,2016,Sorghum,33.37428327014513,1264.4919270848352,81.56684954429353,27.46105497322643,2023.2104922942856
Bihar,2016,Pulses,28.277431597343472,1456.9372231808973,67.26638184918718,18.189507569889095,1961.6730131053976
Bihar,2017,Rice,28.248763493230484,585.1600807106992,75.83668965326405,29.269457616722796,2580.4297278542576
Bihar,2017,Wheat,31.12593847338114,804.807229263452,57.46268096205223,22.127379217346178,2653.862384870591
Bihar,2017,Maize,30.097043255889655,750.7149650766887,66.41587307958646,39.559465422715164,2428.315585940077
Bihar,2017,Sorghum,28.184872675916804,826.9686008295002,56.83550349560263,31.716080498110774,2226.617367747727
Bihar,2017,Pulses,30.19866461085845,1225.4161370115366,72.864507578796,21.999477341507102,1601.212872316246
Bihar,2018,Rice,31.14119733718632,771.0222530372449,70.3044151473782,21.060243310377004,2458.5353698006443
Bihar,2018,Wheat,30.519445003442964,728.7050124686774,61.54522212961023,29.530955535565305,2780.176060405805
Bihar,2018,Maize,27.577967600475088,804.4491676593523,63.46417112775683,18.360366923474356,2514.219601394924
Bihar,2018,Sorghum,32.01258561842888,826.9324391430554,60.18562619055055,32.03756805559823,2158.941253374585
Bihar,2018,Pulses,32.8831372413158,258.5066499618132,63.95473066171981,38.23822860619565,1560.931423358857
Bihar,2019,Rice,30.742291746742616,818.8044439852538,87.53361827284152,19.530826654141503,3025.97693624187
Bihar,2019,Wheat,29.68864552921584,1350.3346184979423,55.59089506505158,34.88168279649726,2876.326252990364
Bihar,2019,Maize,29.024787551855013,870.2325436541137,56.570631917239716,35.364368005784556,2586.9324570689237
Bihar,2019,Sorghum,34.15080159729088,1261.3374110295076,65.69780429690542,35.41498598678943,1902.1929403496476
Bihar,2019,Pulses,25.923750929644292,697.5741067247789,68.50719142678426,22.534446854103553,1805.5255137568656
Bihar,2020,Rice,33.352874624550566,1098.0782121292489,65.35564885492846,28.588821527849717,2934.2698413573407
Bihar,2020,Wheat,30.47122911621713,1231.25955816609,54.675921628334564,38.49580309033688,2356.4241262660476
Bihar,2020,Maize,32.28750808641386,1101.5489222483243,74.80291023714054,28.33652729940804,2375.4136258297594
Bihar,2020,Sorghum,30.36373251011699,1074.4661758901009,56.06699518931005,22.793051694888707,2249.100744963274
Bihar,2020,Pulses,28.287832348182267,1021.4698711658177,80.49834742962761,36.91914091904374,1656.702765970465
Bihar,2021,Rice,32.0750798885158,846.9950803435759,54.42526947820829,36.16130729336295,2919.037519411989
Bihar,2021,Wheat,28.042472568435386,866.7120219771665,59.17005580930566,33.05631420982665,2913.190147913456
Bihar,2021,Maize,31.739211840211322,1406.6913576414854,77.75793777868401,28.568111083689907,2267.863240268928
Bihar,2021,Sorghum,27.510690593377166,466.3839253287164,68.48023214576531,38.68208349029538,2448.813293446755
Bihar,2021,Pulses,30.559937252639642,662.353285810487,70.23554715537864,30.286355885866193,1832.8184383814678
Bihar,2022,Rice,31.451533247797386,1144.302769521014,78.28954537253594,18.813476072856535,3067.1652072837396
Bihar,2022,Wheat,33.764048992950066,1403.6260138464934,66.96522685209544,33.411105890618074,2503.1185539224257
Bihar,2022,Maize,29.748426159800704,1016.7174736866084,73.65101742979718,24.975067596753256,2828.257455541285
Bihar,2022,Sorghum,29.683984202842023,871.935679015774,82.11413794392045,15.115800575115072,1696.3686874219497
Bihar,2022,Pulses,26.690286656268462,1246.9511751885743,63.85383977463845,23.673830047405694,1821.9953901565211
Bihar,2023,Rice,29.328430601419743,1500.7064575868178,58.98419291759928,26.310987903317333,2926.2770807742168
Bihar,2023,Wheat,29.45455286050466,190.9340071175285,86.593836042724,24.059847477915827,2783.7115400446564
Bihar,2023,Maize,33.69791218989069,1337.9695088643273,50.523778263533345,31.588434300417767,2419.333392833551
Bihar,2023,Sorghum,27.78694818251666,1772.0079409749583,52.6830590955371,33.749011759979446,2017.7655302043465
Bihar,2023,Pulses,30.39616952153571,956.6918764228172,58.205585619280285,19.767193016591662,1790.1740189352006
Bihar,2024,Rice,28.91315045773247,786.1462651968507,81.02110466780042,26.332220868700688,3031.929068307569
Bihar,2024,Wheat,24.698060383213978,1327.4520555767385,66.03052243501304,28.991008282705447,2697.1937217758955
Bihar,2024,Maize,29.257118268008416,577.7464915846537,75.75998172956062,25.21835427745241,2266.6549937227373
Bihar,2024,Sorghum,31.87135678629492,1381.4665284982475,51.083839700139336,20.549304048323737,2216.5016192129706
Bihar,2024,Pulses,27.74189645756554,842.6439201160679,76.10984431407499,20.954569526168164,1946.8123683683755
Chhattisgarh,2010,Rice,29.51934920368373,887.5537577351207,78.89067727422636,36.39241170265714,2891.710150254276
Chhattisgarh,2010,Wheat,32.318659606728495,675.6810017200307,61.725909210440534,37.40839546302799,2984.7806820832793
Chhattisgarh,2010,Maize,30.652266044484236,624.6659270844091,66.85698202369991,37.31679277692437,2343.183093844288
Chhattisgarh,2010,Sorghum,32.09801845167378,788.6968928371722,73.6117977005923,21.701591020571907,1577.4616110909321
Chhattisgarh,2010,Pulses,27.439141295007435,1526.4382545953094,72.0818872340792,25.903163228382915,1863.3052401607856
Chhattisgarh,2011,Rice,29.806573776259214,836.524273957315,84.73871903591652,27.18577995623784,3119.7408343056213
Chhattisgarh,2011,Wheat,30.22845529732408,1045.0905284385633,67.00854017876934,15.561732708002936,2892.3405306676177
Chhattisgarh,2011,Maize,26.57966321468675,595.5443733682861,55.57424296291296,35.873255919982476,2722.9792282068147
Chhattisgarh,2011,Sorghum,30.036867866130788,1104.2745116085014,56.86717143393214,21.807683162984226,2058.7535765293046
Chhattisgarh,2011,Pulses,28.043254444769936,1122.4758267143416,76.05681553407457,35.74354509268004,1289.224918728648
Chhattisgarh,2012,Rice,30.51205946862775,1294.807295183654,74.02067441734613,31.625916863656386,2447.7377306005064
Chhattisgarh,2012,Wheat,27.440846066528596,812.5544266912964,56.65133475024318,33.45084041065926,2807.8273150632504
Chhattisgarh,2012,Maize,30.373533528954155,773.3851202940032,59.81396438725284,24.732390351049414,2223.030026166729
Chhattisgarh,2012,Sorghum,27.29663078876733,707.2380241068001,72.65618561187588,26.90126005497749,2316.092538982352
Chhattisgarh,2012,Pulses,30.98663580176178,1055.450837108462,79.30288388841001,20.37350946476892,1627.3086521286677
Chhattisgarh,2013,Rice,30.244019629290722,1768.0253614806384,63.369755632678434,34.272805093645545,2971.1820300826053
Chhattisgarh,2013,Wheat,29.930023019006075,1531.240190690653,77.53609585710944,25.870683465093656,3012.325580636643
Chhattisgarh,2013,Maize,28.875066448211463,1189.7223217166563,60.8858054891985,29.755766671727176,2791.7663348880187
Chhattisgarh,2013,Sorghum,28.545725648350263,925.7444093345485,86.69254301848972,18.420465772974033,1977.669971269986
Chhattisgarh,2013,Pulses,31.241344195101355,1053.3103002799762,84.91783343505634,33.305622160239025,1399.3966923869696
Chhattisgarh,2014,Rice,31.11958089586208,1324.2342176663865,77.6910625807141,36.22989128913298,2978.950286562406
Chhattisgarh,2014,Wheat,26.678078132968018,1128.8854657397758,57.223013805093345,29.198630763815736,2862.3063061489333
Chhattisgarh,2014,Maize,27.837886919183475,1315.9458559998711,86.97584781506121,39.27645612913419,2488.1334538430033
Chhattisgarh,2014,Sorghum,31.36300139474525,1008.4955128391383,62.76401892973023,35.72288685376694,2008.9268418487236
Chhattisgarh,2014,Pulses,30.192241553881967,861.3174133884872,59.200353491508125,18.01417214443197,1866.6401314901138
Chhattisgarh,2015,Rice,29.042502756673045,1376.7268376720563,52.614253631957695,22.88225844576526,2731.6178093341487
Chhattisgarh,2015,Wheat,32.893955768707464,1058.9664329534723,62.7501001172828,30.647284410925227,2880.1150797607775
Chhattisgarh,2015,Maize,31.779261591246875,1024.6851967826271,87.56270794051585,34.96958089434163,2819.644112519605
Chhattisgarh,2015,Sorghum,28.965423099799256,1422.804232055674,69.19502481215636,30.68763658045925,1866.3492435797684
Chhattisgarh,2015,Pulses,32.9067689542354,1473.8716437192138,59.55108583073209,17.761852828284866,1643.1419918540196
Chhattisgarh,2016,Rice,27.311098977931447,724.4044160547405,61.8523248182396,20.840193776247748,2989.5945337839657
Chhattisgarh,2016,Wheat,30.46842946507304,1465.150147844223,58.730155514602565,38.749029598755634,2500.4937877783627
Chhattisgarh,2016,Maize,31.968644796953168,935.8033467323473,87.7892808916564,26.68503778124674,2163.1833935313102
Chhattisgarh,2016,Sorghum,30.7648194923681,1049.9356624639167,74.30947179515437,27.817212775412713,2147.7353792024446
Chhattisgarh,2016,Pulses,28.724520031497367,840.7009134994547,58.819448362807016,19.66095655360636,1608.7838618080448
Chhattisgarh,2017,Rice,32.3780330622151,1426.1512743969565,77.8408247221517,18.847397658496376,2828.7761118751573
Chhattisgarh,2017,Wheat,28.895553911438057,1189.8795453266532,58.95270459290492,28.42436057233534,3264.2515603990187
Chhattisgarh,2017,Maize,33.59175534619104,816.1633928546842,85.54992319475909,38.891287455743836,2383.6895320192048
Chhattisgarh,2017,Sorghum,30.57173078144981,1100.3370369961076,76.20967922556088,28.771434265228482,1946.9158317517852
Chhattisgarh,2017,Pulses,28.403405510923093,586.2042315956419,78.9368045475434,27.39689337696927,1580.7209880174244
Chhattisgarh,2018,Rice,28.964777401927655,1067.1363854916694,84.04827656195076,27.37866317534936,3758.0797277620863
Chhattisgarh,2018,Wheat,28.938262454159357,853.1681672445334,77.12064610236254,29.143299099894776,3113.2482631207217
Chhattisgarh,2018,Maize,31.16785637065193,892.2123727638822,81.89704086427713,31.461295866460638,2746.144654359209
Chhattisgarh,2018,Sorghum,31.014548062214594,1320.0024068767461,74.74445512860737,33.81791598894103,2350.7886771337016
Chhattisgarh,2018,Pulses,29.665763839366292,1044.014105929997,63.40475417036568,33.5877064072902,1910.6019926618703
Chhattisgarh,2019,Rice,29.213322375345278,1008.6234468804453,50.25543486867334,22.17595332937282,3383.5355587821896
Chhattisgarh,2019,Wheat,30.382198136039808,1013.9309644468447,75.27254108066674,21.495089526603994,2993.6452543423225
Chhattisgarh,2019,Maize,34.32650944661092,907.6665295140997,80.44111610008112,28.531664466902757,2565.745098299182
Chhattisgarh,2019,Sorghum,29.809408935226095,1083.7064577311019,75.30487572535793,38.30070263775043,1866.0699156348414
Chhattisgarh,2019,Pulses,30.388179985796615,1322.0895249579316,52.69402405875087,29.55426150440683,1492.0454101766818
Chhattisgarh,2020,Rice,32.390093257849685,543.0439285648677,51.829681352500515,36.78842015380941,2832.3234458185234
Chhattisgarh,2020,Wheat,30.754423750129043,1469.657208770302,77.33181506426021,26.14756765941871,2780.2749216781035
Chhattisgarh,2020,Maize,27.10397219916751,340.3582130139754,56.544952847666764,34.87023871874823,2193.630154860786
Chhattisgarh,2020,Sorghum,31.416712894598707,1073.1402141313597,76.1804485712454,21.831488174955233,1830.7764107789815
Chhattisgarh,2020,Pulses,31.30040235591732,970.2472408661852,66.78909267704489,30.96314869160214,1342.3424487225784
Chhattisgarh,2021,Rice,28.616183860237513,986.3241950933507,85.76396814716537,20.748865147277154,3073.0018347968075
Chhattisgarh,2021,Wheat,27.496921151619112,1433.1293812219778,84.57432999358548,26.83024766728893,2902.8176039133114
Chhattisgarh,2021,Maize,30.913506438307568,1170.9301840696612,80.44095963771996,30.655508040785385,2634.3125680051944
Chhattisgarh,2021,Sorghum,30.39304233940294,1212.7011272765537,81.86149163904705,27.038058787813753,1797.0823093822191
Chhattisgarh,2021,Pulses,33.601880865821634,987.9526148066969,52.568357483005364,29.549285047859968,1370.7674693645856
Chhattisgarh,2022,Rice,31.68128709797745,804.2128062092827,62.41447835694295,26.38050372704503,2864.308104225277
Chhattisgarh,2022,Wheat,25.152241346742088,524.829152954283,77.79927544506171,36.503059929730114,3028.124396843289
Chhattisgarh,2022,Maize,28.066047713741575,985.686593157406,59.6818006345011,39.66656483167866,2498.9192382728293
Chhattisgarh,2022,Sorghum,27.683270621614916,1451.019490530145,72.38594733947656,15.244271185479592,2263.2086871727015
Chhattisgarh,2022,Pulses,30.416765615895105,387.47953947271276,53.514659965793335,23.76567328022952,1499.5139970315254
Chhattisgarh,2023,Rice,29.437799414228092,1539.3059580548568,82.0234679643633,20.003756106120253,3192.252858380103
Chhattisgarh,2023,Wheat,32.798710873172006,1277.3901048738308,51.26344579302568,38.405306156092244,2817.889110976052
Chhattisgarh,2023,Maize,28.706126444588854,1209.466994084077,78.56347728529711,35.04320207674479,2618.045615626525
Chhattisgarh,2023,Sorghum,32.09910543063867,839.4294365318297,53.204593855387,37.37041640151319,2395.2182196902977
Chhattisgarh,2023,Pulses,30.3951992093848,1622.5782617875798,71.05610643744453,33.2897380438833,1593.2436545731296
Chhattisgarh,2024,Rice,28.697163992771102,854.8342497837035,84.87134266368807,20.480349683951108,3156.85064641065
Chhattisgarh,2024,Wheat,28.85259999212284,992.6936223217051,72.21454203750525,32.980044456806596,3442.681107583559
Chhattisgarh,2024,Maize,30.0760069563364,1036.0093980154784,57.981698037165806,32.00570606078229,2422.7870387729963
Chhattisgarh,2024,Sorghum,26.66283185224482,1119.7669367815838,79.70826084799924,25.637333361201883,2194.158781910822
Chhattisgarh,2024,Pulses,27.548468673995316,560.687535937054,89.50598254944231,16.002729785312063,1867.3355455679916
Gujarat,2010,Rice,32.09419660522431,1505.1783074373607,69.46675765698811,36.83558095204151,2862.334721139318
Gujarat,2010,Wheat,29.65474540011836,1265.0979812460018,61.073111889402064,29.808758214834057,3242.9621049177686
Gujarat,2010,Maize,32.760182708294906,812.3311895471412,78.63299858728354,37.72581301664103,2618.741060031223
Gujarat,2010,Sorghum,28.89938969230916,798.5129896185845,88.85580376166558,19.524423817737244,1992.3337787025664
Gujarat,2010,Pulses,32.34545803851873,1163.0800463783298,67.81221020010662,27.870433848242257,1688.8157003741683
Gujarat,2011,Rice,32.297531400744205,478.08586636657014,56.54095490340091,24.77703841629402,2611.5955572837283
Gujarat,2011,Wheat,32.321653574757036,859.6896396064326,88.79284180314178,26.34473853459098,2903.9511645192147
Gujarat,2011,Maize,30.15364378212051,615.1023327434291,63.48012705725145,35.72208414706523,2033.0254304020746
Gujarat,2011,Sorghum,29.143769678068175,1450.2279371902932,56.68167631603799,19.190480407207943,2255.066522634048
Gujarat,2011,Pulses,29.356729897565234,1623.0243950682523,83.76681795876789,35.14175382375133,2109.0850362095525
Gujarat,2012,Rice,30.477578318053027,922.2873562537891,60.789984460679584,16.427171402232872,2941.0950452745064
Gujarat,2012,Wheat,31.45525908727396,1015.5837657421898,51.573741626740386,18.052747850250668,3019.792023164674
Gujarat,2012,Maize,29.838566839782835,1023.5905570948272,51.662914362015684,18.70858002405222,1900.5397946403677
Gujarat,2012,Sorghum,31.832655349404963,1103.9465427693979,68.18959422535437,27.889900714481257,2626.5124114342184
Gujarat,2012,Pulses,29.720820743689654,1332.4548450212549,58.074138084917934,31.835810833122935,1488.0282218623406
Gujarat,2013,Rice,28.75246207860839,1574.209406160036,84.72569017510021,19.428744736184647,3261.0203192066265
Gujarat,2013,Wheat,30.99136377594521,1045.125671543073,69.8869905603371,30.446181005030347,2909.4883007398676
Gujarat,2013,Maize,30.402198093429934,1315.1963188022837,51.21548238787347,38.273717387674445,2831.657779887395
Gujarat,2013,Sorghum,32.37406061112076,1191.6190666087555,65.75457622616634,31.280824426037302,1657.098526180855
Gujarat,2013,Pulses,30.605270930478067,773.7172449941926,89.97654903082666,16.2053009715139,1780.7584960221022
